issue_id,issue_title,issue_description,issue_status,corrective_action
VER-20502,Media Server Cluster experiencing service restart,Backup monitoring detected service restart affecting media server cluster. Operations team engaged for diagnostics. The backup database has been configured to backup all of the data of the database on the server and in the case of an emergency.  The backup database is no longer being updated and is not available to the database administrator.,Under Investigation,"Resolution: Optimize backup operations by caching information

Re: Booting from Ubuntu 12."
VER-20845,Cloud Backup Gateway experiencing media unavailability,"Backup monitoring detected media unavailability affecting cloud backup gateway. Operations team engaged for diagnostics. 1

The following is a copy of the backup catalog database that was successfully created. 

The following is a copy of the backup catalog database that was successfully created.",Pending Validation,Resolution: Optimize backup operations by using a number of additional parameters (e.
VER-21698,Backup Catalog Database experiencing service restart,"Backup monitoring detected service restart affecting backup catalog database. Operations team engaged for diagnostics. ""

To fix the issue, go to your Windows Store account, then click ""Services"". 

Make sure to check the ""Enable"" box.",Under Investigation,Corrective action: Restore data integrity by reusing the server's private key.
VER-20792,Restore Service reporting verification failures,Backup verification process identified control weaknesses in restore service. Verification failures detected during routine integrity checks. The following are all known issues with the NetBackup server.  You can help the team by reporting them here. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.,Under Investigation,Corrective action: Restore data integrity by checking to see if the data was accessed while the user was at the specified IP address.
VER-20341,Restore Service reporting backup chain breaks,"Backup verification process identified data risk in restore service. Backup chain breaks detected during routine integrity checks. What is the situation?

All our servers are now in the same area.  We are working on a solution, but it won't be easy to fix. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.",Pending Validation,Resolution: Optimize backup operations by specifying the exact time the backup operation is completed.
VER-21487,Cloud Backup Gateway experiencing job timeout,"Backup monitoring detected job timeout affecting cloud backup gateway. Operations team engaged for diagnostics. In case of an error on the backup system, the backup system should be restarted and restored to a default state. 

Bulk backups are not available.",Open,Resolution: Optimize backup operations by specifying the number of snapshots to use.
VER-20150,Tape Library System experiencing configuration drift,"Backup monitoring detected configuration drift affecting tape library system. Operations team engaged for diagnostics. The next time you're using the app, be sure to check the status of your backup and restore the database as soon as possible. 

As an alternative to using the backup app, you can try running the following commands in the background of the app to restore the backup database:

The app will then save the database and you'll be able to start the app again after the backup has been successfully.",Open,Corrective action: Restore data integrity by restoring the data and restoring the user-defined storage location.
VER-21268,Media Server Cluster experiencing media unavailability,"Backup monitoring detected media unavailability affecting media server cluster. Operations team engaged for diagnostics. As an experienced backup coordinator, I've had an average of two or three snapshots every day, depending on how many minutes I spend doing a task.  This is a fairly small number, but the fact that I am doing a task of this magnitude gives me an opportunity to learn more about what is happening to my workload, and what is working to my success.",In Progress,"Resolution: Optimize backup operations by caching the disk

Optimize backup operations by caching the disk Windows 7 64-bit: Fix a problem that could cause the system to crash when the backup operation was initiated

Fix a problem that could cause the system to crash when the backup operation was initiated Windows 8."
VER-21244,Backup Policy Engine reporting catalog inconsistencies,Backup verification process identified reconciliation issues in backup policy engine. Catalog inconsistencies detected during routine integrity checks. [6:31:09] [Client thread/INFO]: [CHAT] [Client thread/INFO]: [CHAT] [Client thread/INFO]: [CHAT] [Client thread/INFO]: [CHAT] [Client thread/INFO]: [CHAT] [Client thread/INFO]: [CHAT] [Client thread/INFO]: [CHAT] [Client thread/ Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.,Open,"Resolution: Optimize backup operations by deleting the ""SaveData"" sub-directory from the configuration."
VER-20794,Restore Service experiencing job timeout,Backup monitoring detected job timeout affecting restore service. Operations team engaged for diagnostics. Backup integrity verification in progress. Team analyzing root cause.,Open,"Corrective action: Restore data integrity by adding the required information, or adding the information in the appropriate category."
VER-20542,Media Server Cluster experiencing service restart,"Backup monitoring detected service restart affecting media server cluster. Operations team engaged for diagnostics. It may take up to 15 minutes for the backup database to be reopened. 

You can report back to us about any issue that we're aware of.",Resolved,"Resolution: Optimize backup operations by deleting the last one before the data is copied

Memory: Create a backup of the current data before it is copied

Data: Create a backup of the current data before it is copied

Data: Write the backup in the backup file

Data: Write the backup in the backup file

Memory: Store the data in memory

Data: Store the data in memory

Data: Write the backup to a disk

Data."
VER-21832,Netbackup Master Server experiencing network latency,"Backup monitoring detected network latency affecting NetBackup master server. Operations team engaged for diagnostics. The problem is that the NetBackup system has stopped responding to the user's network request, which is a bug that requires a restart of the network.  As a result, the server's network can be re-established automatically.",Open,Resolution: Optimize backup operations by reducing the time it takes for a backup to complete.
VER-21319,Cloud Backup Gateway experiencing media unavailability,"Backup monitoring detected media unavailability affecting cloud backup gateway. Operations team engaged for diagnostics. Windows: Reset all Windows backup data if the restore fails. 

Note: Windows 7 has the option of disabling or disabling the ""No Backup Data"" feature from the backup settings.",Under Investigation,"Resolution: Optimize backup operations by using the minimum amount of data that is available (in the case of an SFS backup, 1MB), which is the maximum size that can be used for backup operations."
VER-21644,Netbackup Master Server experiencing resource exhaustion,"Backup monitoring detected resource exhaustion affecting NetBackup master server. Operations team engaged for diagnostics. What's Next?

As you can see, CloudFlare is currently in a state of stability and is fully compatible with all platforms. 

CloudFlare is an amazing service that enables you to manage your data without ever having to use the Internet, but it is also a great solution for everyone.",In Progress,Resolution: Optimize backup operations by checking for redundant changes.
VER-20366,Media Server Cluster reporting checksum mismatches,"Backup verification process identified data integrity in media server cluster. Checksum mismatches detected during routine integrity checks. I apologize to everyone affected by this and have decided to take action to resolve the issue.  As always, we will update this post. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.",In Progress,Resolution: Optimize backup operations by deleting the specified file or folders.
VER-21382,Tape Library System experiencing service restart,"Backup monitoring detected service restart affecting tape library system. Operations team engaged for diagnostics. This update includes a number of security fixes and improvements, including:

Fixed an issue where the recovery of the original installation from the last backup could fail during an automatic restore attempt. 

Fixed an issue where the system could not update the password after an automatic restore attempt.",In Progress,Resolution: Optimize backup operations by creating the appropriate backup file.
VER-21879,Backup Catalog Database reporting timestamp conflicts,Backup verification process identified data risk in backup catalog database. Timestamp conflicts detected during routine integrity checks. The next post will try and get back to the main site.  I will be back soon. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.,Resolved,Resolution: Optimize backup operations by deleting unused memory and reusing it.
VER-21937,Media Server Cluster experiencing configuration drift,"Backup monitoring detected configuration drift affecting media server cluster. Operations team engaged for diagnostics. ""We have decided to cancel the maintenance of the backup of the network and will no longer be able to manage the backups that we have placed on the network.  We will continue to support the backup and are confident that we will be able to provide an upgrade to our customers soon.",Resolved,"Resolution: Optimize backup operations by creating an environment variable named ""RDS_FATAL_RESOLUTION_KEY_EXTENSIONS"" which holds the corresponding environment variables."
VER-21760,Cloud Backup Gateway experiencing service restart,"Backup monitoring detected service restart affecting cloud backup gateway. Operations team engaged for diagnostics. When using this server with other applications, we recommend using the following configurations for your application:

Caching: http://192. 168.",Resolved,Resolution: Optimize backup operations by reducing the size of the backup buffer.
VER-21738,Deduplication Appliance reporting backup chain breaks,"Backup verification process identified inadequate data in deduplication appliance. Backup chain breaks detected during routine integrity checks. Installation

Download the zip and extract it to your root directory:

sudo dpkg -i /usr/local/bin/install-linux-extras-v3. 6. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.",In Progress,"Corrective action: Restore data integrity by updating the data for the user and using the same data type in all cases

Restore data integrity by updating the data for the user and using the same data type in all cases Remove malicious apps and malware from the web."
VER-21342,Cloud Backup Gateway experiencing resource exhaustion,Backup monitoring detected resource exhaustion affecting cloud backup gateway. Operations team engaged for diagnostics. This is a snapshot of an archive repository that is experiencing connectivity problems. Team reviewing.,Open,Corrective action: Restore data integrity by removing a malicious source.
VER-21508,Snapshot Coordinator experiencing configuration drift,Backup monitoring detected configuration drift affecting snapshot coordinator. Operations team engaged for diagnostics. The service provider is responsible for maintaining and maintaining the availability of backup data.  The service provider's maintenance of backup data is covered by the backup data protection and security (B2) and backup services.,Resolved,Resolution: Optimize backup operations by checking for inconsistencies.
VER-20016,Cloud Backup Gateway reporting duplicate image entries,"Backup verification process identified adjustments in cloud backup gateway. Duplicate image entries detected during routine integrity checks. The following files are included in this snapshot. 

The following files are in this snapshot:

The following files are in this snapshot:

The following files are in this snapshot:

The following files are in this snapshot:

The following files are in this snapshot:

The following files are in this snapshot:

The following files. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.",Closed,Corrective action: Restore data integrity by deleting the current directory and deleting the last directory in the current directory.
VER-20462,Cloud Backup Gateway experiencing configuration drift,"Backup monitoring detected configuration drift affecting cloud backup gateway. Operations team engaged for diagnostics. This is an active release.  To make sure you're following this release and that your backup policy is working correctly, please update to the latest version of the backup policy engine.",Open,"Resolution: Optimize backup operations by adding and removing all ""no backups"" operations."
VER-21821,Archive Repository reporting duplicate image entries,Backup verification process identified reconciliation issues in archive repository. Duplicate image entries detected during routine integrity checks. Branch: d7e9e2b-8f0d-41f0-93f9-8a22a9b5d13c. rpm. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.,Resolved,Corrective action: Restore data integrity by performing catalog rebuild and validation checks.
VER-20249,Media Server Cluster reporting catalog inconsistencies,Backup verification process identified validation deficiencies in media server cluster. Catalog inconsistencies detected during routine integrity checks. [14:36:36] [Client thread/INFO] [FML]: [Forge] Forge Mod Loader is installed.  [14:36:36] [Client thread/INFO] [FML]: [Forge] BuildCraft 6. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.,In Progress,"Resolution: Optimize backup operations by default

- Fixed issue with user-visible status bar

- Added support for a new tab to the ""Backup"" dialog

- Added option to ""Save backups"" when no backup is available

- Added option to ""Delete backups"" when no backup is available

- Added option to ""Save backup"" when no backup is available

- Added option to ""Delete backup"" when no backup is available

- Added."
VER-21634,Netbackup Master Server experiencing network latency,"Backup monitoring detected network latency affecting NetBackup master server. Operations team engaged for diagnostics. 1. 

""We've seen some things like this before, but this one was quite unique.",Under Investigation,Corrective action: Restore data integrity by providing the data to the database.
VER-20696,Restore Service experiencing resource exhaustion,"Backup monitoring detected resource exhaustion affecting restore service. Operations team engaged for diagnostics. For additional information, see: Cloud Backup Gateway

1. 6.",Under Investigation,"Corrective action: Restore data integrity by providing a safe, secure, and reliable system for running a database server."
VER-21265,Backup Catalog Database reporting incomplete backups,"Backup verification process identified incorrect data in backup catalog database. Incomplete backups detected during routine integrity checks. Fixes

Fixes: Fix issue where certain files could not be used by Windows. 

Fixes: Fix issue where certain files could not be used by Windows. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.",Under Investigation,"Corrective action: Restore data integrity by running a new database with the following permissions:

SELECT * FROM sys."
VER-21139,Cloud Backup Gateway reporting duplicate image entries,"Backup verification process identified incorrect data in cloud backup gateway. Duplicate image entries detected during routine integrity checks. ""

""The archive repository has been updated and will be updated once the project is available. ""

""The archive repository has been updated and will be updated once the project is available. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.",Under Investigation,"Resolution: Optimize backup operations by using more than one backup of the same size

Note: All this information is presented in an effort to help developers understand the different ways that backup and restore functions work, so that they can better understand the differences between different versions of the same file system."
VER-20213,Archive Repository experiencing network latency,"Backup monitoring detected network latency affecting archive repository. Operations team engaged for diagnostics. We are constantly evolving, and the changes we make in the cloud will be reflected in our roadmap as we move forward.  Stay tuned for the next update.",Open,Corrective action: Restore data integrity by running the same check as when it first ran.
VER-21324,Deduplication Appliance experiencing resource exhaustion,"Backup monitoring detected resource exhaustion affecting deduplication appliance. Operations team engaged for diagnostics. When you start a new replication operation, you can use the replication manager to update the timestamp of any previous changes.  This is useful for troubleshooting troubleshooting errors.",In Progress,Resolution: Optimize backup operations by storing data on the disk.
VER-20322,Deduplication Appliance reporting metadata corruption,"Backup verification process identified incorrect data in deduplication appliance. Metadata corruption detected during routine integrity checks. The restore operation performed was successful. 

4. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.",Resolved,Resolution: Optimize backup operations by adding a timeout setting to the system timer.
VER-20240,Archive Repository experiencing job timeout,"Backup monitoring detected job timeout affecting archive repository. Operations team engaged for diagnostics. Summary: We've updated our staging system to support both the latest stable release of vCenter Server 2016 and a large update to the vCenter Server 2016 infrastructure. 

Update

The staging system on the vCenter Server 2016 website is now up and running.",In Progress,"Resolution: Optimize backup operations by using the new, non-removable memory."
VER-21741,Media Server Cluster experiencing media unavailability,"Backup monitoring detected media unavailability affecting media server cluster. Operations team engaged for diagnostics. On startup, the data fails to update.  Data is restored to the backup zone, and the restored data is then deleted.",Pending Validation,Resolution: Optimize backup operations by using SysInternals.
VER-21763,Archive Repository experiencing configuration drift,"Backup monitoring detected configuration drift affecting archive repository. Operations team engaged for diagnostics. A couple of people who are familiar with the situation asked us if we needed to be updated with a more detailed explanation. 

A few days ago, a new update was released and included a workaround for a few of the issues we had.",Open,Resolution: Optimize backup operations by checking if backup operations are valid.
VER-20681,Archive Repository reporting missing restore points,"Backup verification process identified data risk in archive repository. Missing restore points detected during routine integrity checks. By: David C.  Jones-Mendel, CMO, Microsoft, Inc. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.",In Progress,Resolution: Optimize backup operations by using a pool of available memory to store the data.
VER-20857,Disk Storage Pool experiencing configuration drift,Backup monitoring detected configuration drift affecting disk storage pool. Operations team engaged for diagnostics. For further details: https://github. com/ethereum/ethereum-reload/issues/1138.,Under Investigation,Corrective action: Restore data integrity by removing data from a database.
VER-21664,Replication Manager experiencing service restart,"Backup monitoring detected service restart affecting replication manager. Operations team engaged for diagnostics. In order to verify the integrity of the repository, please verify that all fragments that are still active are valid, or that they have been removed.  Verify that a source of source code that contains fragments for a given project is up-to-date and is no longer in use.",In Progress,Resolution: Optimize backup operations by using the default values of the two most-recent backup options.
VER-20833,Disk Storage Pool experiencing media unavailability,"Backup monitoring detected media unavailability affecting disk storage pool. Operations team engaged for diagnostics. ""

A new backup system was created for the database, which is meant to be ready to be used when it's available to backup and restore.  It does not appear to be working, though.",In Progress,Corrective action: Restore data integrity by checking if a data integrity check has been made and then restoring it with a new data integrity check.
VER-20584,Replication Manager experiencing job timeout,"Backup monitoring detected job timeout affecting replication manager. Operations team engaged for diagnostics. System backup data recovery process: backup data is not recovered before the backup data is sent. 

System backup system backup system: The backup data recovery process is terminated if the backup data is not restored.",In Progress,Resolution: Optimize backup operations by creating new partitions on the system and then restoring them.
VER-20519,Snapshot Coordinator reporting checksum mismatches,Backup verification process identified data completeness in snapshot coordinator. Checksum mismatches detected during routine integrity checks. There is an urgent need to make sure our community has enough information to resolve any issues.  We will make sure this information is included in the Release Notes. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.,Open,"Resolution: Optimize backup operations by reducing the size of the database

Memory: Reduce the memory footprint of the database

Performance: Reduce the CPU load of the database by reducing the memory footprint

Features

Easy-to-use, quick to use interface to easily manage databases and manage resources."
VER-20644,Backup Policy Engine reporting index corruption,"Backup verification process identified data quality in backup policy engine. Index corruption detected during routine integrity checks. We now have the ability to restore the backup from the backup point to a new location.  However, the backup has been restored for a period of time, and the backup is currently being stored in the same location as the original backup location. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.",Open,Resolution: Optimize backup operations by using the same or similar algorithm as the original backup.
VER-20065,Media Server Cluster reporting retention policy violations,"Backup verification process identified validation deficiencies in media server cluster. Retention policy violations detected during routine integrity checks. The following is an excerpt from a presentation I gave to Microsoft Security Assurance in January 2016. 

There are three main areas of problem when an application running on the affected machine must go offline:

The user's login information is lost and a failure to restore it will be logged into the affected machine. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.",Resolved,Resolution: Optimize backup operations by using more expensive disk space.
VER-21603,Backup Catalog Database experiencing service restart,"Backup monitoring detected service restart affecting backup catalog database. Operations team engaged for diagnostics. Web application: NetBackup app is being updated in all phases of the process. 

Web application server: Web application server detected errors.",Closed,Resolution: Optimize backup operations by only performing a single backup operation at a time.
VER-21871,Cloud Backup Gateway reporting retention policy violations,Backup verification process identified incorrect data in cloud backup gateway. Retention policy violations detected during routine integrity checks. The disk storage pool in the VM has been experiencing connectivity problems.  The problem may be related to a bad network connection. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.,In Progress,Resolution: Optimize backup operations by using the new version of the file and storing the backup in a separate file.
VER-21706,Archive Repository reporting metadata corruption,"Backup verification process identified data risk in archive repository. Metadata corruption detected during routine integrity checks. The following table summarizes the security concerns related to the retention policy violations that occurred during the first 5 weeks of the period affected.  The following table provides a summary of the issues that were identified as a result of the violations, along with a timeline for the remediation action. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.",Closed,Resolution: Optimize backup operations by performing backup operations when a restore is successful.
VER-21173,Deduplication Appliance experiencing service restart,Backup monitoring detected service restart affecting deduplication appliance. Operations team engaged for diagnostics. Backup system: restore policy engine detected timestamp conflicts.  Verification shows adjustments affecting restore operations.,Open,"Resolution: Optimize backup operations by using the SELinux interface

Installation

The following packages are required to run the script:

sudo apt-get install build-essential python-dev python-dev-tools libxml2-dev python-math-dev libpng-dev python-source-tools libvorbis-dev libvorbis-dev-globals python-staging python-xenial-dev python-xorg-dev libx."
VER-20374,Media Server Cluster reporting duplicate image entries,Backup verification process identified data requirements in media server cluster. Duplicate image entries detected during routine integrity checks. The backup policy engine has been in use since May 2015.  We will update this page when this issue is resolved. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.,Pending Validation,Resolution: Optimize backup operations by using different format and settings to reduce redundancy.
VER-20524,Disk Storage Pool experiencing media unavailability,"Backup monitoring detected media unavailability affecting disk storage pool. Operations team engaged for diagnostics. 10/12/2013 The following issues have been reported:

Disk disk-only problem.  No such file or directory exists.",Open,Resolution: Optimize backup operations by reducing the number of processes that have to be executed each second.
VER-20325,Tape Library System experiencing resource exhaustion,"Backup monitoring detected resource exhaustion affecting tape library system. Operations team engaged for diagnostics. As you might have guessed, the new patch is available for download as a patch for the upcoming release of the replication manager.  This new patch includes some important new features that are being tested as part of the replication manager's release cycle.",Under Investigation,"Resolution: Optimize backup operations by changing the current data to the next record, or by changing the current data to the next record and deleting the record, or by changing the current data to the next record and deleting the record, or by changing the current data to the next record and deleting the record."
VER-21665,Replication Manager reporting retention policy violations,Backup verification process identified data requirements in replication manager. Retention policy violations detected during routine integrity checks. A security vulnerability in the System. Management. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.,Resolved,Resolution: Optimize backup operations by using a small number of snapshots.
VER-21940,Deduplication Appliance experiencing service restart,"Backup monitoring detected service restart affecting deduplication appliance. Operations team engaged for diagnostics. ""

The following example shows a simple reset to a backup of the system:

# ############################################################################## # Data system.  # ############################################################################## # 1.",Under Investigation,Resolution: Optimize backup operations by using a minimum of two different snapshots at once.
VER-21681,Tape Library System reporting verification failures,Backup verification process identified data requirements in tape library system. Verification failures detected during routine integrity checks. A new backup is available and we are working to resolve the issue.  Please review this information and update your system to the latest version. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.,Open,Resolution: Optimize backup operations by increasing the number of bytes of backup data to prevent excessive usage.
VER-20999,Disk Storage Pool experiencing media unavailability,"Backup monitoring detected media unavailability affecting disk storage pool. Operations team engaged for diagnostics. I recommend to check the full disk pool for corrupted disks by checking the list of known disk pools on disk 1: [disk1_part_0, disk1_part_1] . 

Verification shows missed sla affecting restore operations.",Pending Validation,"Corrective action: Restore data integrity by changing the values of the following three fields: 'HID_COUNTER_NAME', 'HID_COUNTER_DESCRIPTION' and 'HID_COUNTER_URI'."
VER-21992,Replication Manager experiencing job timeout,"Backup monitoring detected job timeout affecting replication manager. Operations team engaged for diagnostics. Ports: 10 / 100 / 8

Read-only access to the media and data on a port is restricted by the media and data ports.  Ports: 10 / 100 / 8

Read-only access to the media and data on a port is restricted by the media and data ports.",Resolved,Corrective action: Restore data integrity by modifying data integrity settings.
VER-21343,Netbackup Master Server experiencing service restart,Backup monitoring detected service restart affecting NetBackup master server. Operations team engaged for diagnostics. It was a long-running problem that had been reported to the network.  The network was not able to communicate with the tape library.,In Progress,Resolution: Optimize backup operations by using the same image.
VER-20030,Replication Manager experiencing media unavailability,Backup monitoring detected media unavailability affecting replication manager. Operations team engaged for diagnostics. We're working with our partners to get back to you ASAP.  Stay tuned for further details.,Open,Resolution: Optimize backup operations by increasing the size of the backup space.
VER-20917,Disk Storage Pool reporting checksum mismatches,"Backup verification process identified data requirements in disk storage pool. Checksum mismatches detected during routine integrity checks. Tested and working with OpenVPN and other OpenVPN implementations. 

If you have any issues, please submit a pull request. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.",Open,"Resolution: Optimize backup operations by using only the backup location

Synchronization: Optimize backup operations by using only the backup location

Network: Optimize backup operations by using only the backup location

Security: Reduce the impact of excessive application crash

System: Optimize backup operations by using only the backup location

Windows Server 2012 R2

Windows Server 2012 R2 is a new release for Windows."
VER-21983,Deduplication Appliance experiencing network latency,Backup monitoring detected network latency affecting deduplication appliance. Operations team engaged for diagnostics. Tested the latest version of CloudFlare's latest release.  The problem is that our backup gateway is down and unable to connect.,Open,Resolution: Optimize backup operations by using only the latest available versions of Microsoft Windows.
VER-20863,Archive Repository experiencing job timeout,"Backup monitoring detected job timeout affecting archive repository. Operations team engaged for diagnostics. We're pleased to announce that the replication manager is now available in the Ubuntu Server 2012 R2 build of the virtual machine. 

With this release, we're bringing the latest virtualization technology to the virtual machine, bringing it to customers who have been using Ubuntu Server for years.",In Progress,Corrective action: Restore data integrity by restoring all records in a record group.
VER-20293,Replication Manager experiencing service restart,Backup monitoring detected service restart affecting replication manager. Operations team engaged for diagnostics. Backup integrity verification in progress. Team analyzing root cause.,Resolved,Resolution: Optimize backup operations by using non-negative integers or floating point numbers.
VER-20604,Media Server Cluster experiencing job timeout,"Backup monitoring detected job timeout affecting media server cluster. Operations team engaged for diagnostics. The server is running a number of updates including the following:

• 1. 2.",Open,Resolution: Optimize backup operations by reducing the size of the drive.
VER-20124,Deduplication Appliance experiencing media unavailability,"Backup monitoring detected media unavailability affecting deduplication appliance. Operations team engaged for diagnostics. MVVM:

I believe you have reached your destination.  Please press Ctrl-F5 to resume service.",Under Investigation,Resolution: Optimize backup operations by using multiple data sets to store backup data.
VER-21360,Deduplication Appliance experiencing media unavailability,Backup monitoring detected media unavailability affecting deduplication appliance. Operations team engaged for diagnostics. Credentials: Credentials: Unknown.  Error: Service running in directory '/home/pi/.,Open,"Corrective action: Restore data integrity by checking the value of the current value, and if the value of the current value is null, restore the data integrity."
VER-21513,Deduplication Appliance experiencing media unavailability,"Backup monitoring detected media unavailability affecting deduplication appliance. Operations team engaged for diagnostics. This report describes a Windows Server 2012 R2 server cluster that was used to restore data on an R2 server cluster.  The server cluster contains the following configuration changes:

The Windows Server 2012 R2 server cluster was deployed as a Windows Server 2012 R2 server cluster.",Pending Validation,Resolution: Optimize backup operations by increasing the maximum size of the backup.
VER-20072,Disk Storage Pool reporting incomplete backups,Backup verification process identified control weaknesses in disk storage pool. Incomplete backups detected during routine integrity checks. The database contains information about all users of the account and their activities.  Data may be retrieved from the database on a daily basis and stored on a separate backup server. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.,Open,Corrective action: Restore data integrity by removing all metadata from the data in the database.
VER-21977,Deduplication Appliance reporting incomplete backups,"Backup verification process identified inadequate data in deduplication appliance. Incomplete backups detected during routine integrity checks. You can check your system's status on the network via the network console.  In the console, you can see all of the available connections, including network interfaces, and you can see the status of all network connections. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.",In Progress,"Corrective action: Restore data integrity by restoring data integrity from affected sites

The user can specify the type of data integrity restore option in the following format:

<action type=""delete""> <option value=""delete""> <option value=""restore""> <option value=""restore"">Restore data integrity to the affected site."
VER-20304,Replication Manager experiencing service restart,Backup monitoring detected service restart affecting replication manager. Operations team engaged for diagnostics. From: Daniel D.  Cottrell <davidcottrell@gmail.,Closed,"Resolution: Optimize backup operations by running a script called ""bundle"" that will load the backup and add it to the folder of your computer."
VER-20210,Archive Repository experiencing media unavailability,"Backup monitoring detected media unavailability affecting archive repository. Operations team engaged for diagnostics. A full list of services available for this service. 

A full list of services available for this service.",In Progress,"Corrective action: Restore data integrity by making sure the data is fully encrypted

OpenSSL, the OpenSSL protocol that encrypts and decrypts all of the Internet's traffic, is being targeted by hackers who are trying to make it harder for the government to track down and stop them."
VER-20455,Cloud Backup Gateway experiencing network latency,Backup monitoring detected network latency affecting cloud backup gateway. Operations team engaged for diagnostics. The following table summarizes the reported changes:The following table provides an overview of changes and corrective actions taken against the system that were reported on the system backup of the system that was identified as compromised in the last 24 hours.  The system backup of the system is not known to be compromised because the backup of the system was not reported to the system backup administrator for 24 hours.,In Progress,Resolution: Optimize backup operations by limiting the number of copies and the size of the files that need to be created.
VER-20986,Archive Repository experiencing job timeout,"Backup monitoring detected job timeout affecting archive repository. Operations team engaged for diagnostics. Error: ""User-Agent: Mozilla/5. 0 (Windows NT 6.",Resolved,Corrective action: Restore data integrity by removing any data that is currently in the data directory.
VER-21264,Archive Repository reporting incomplete backups,Backup verification process identified incorrect data in archive repository. Incomplete backups detected during routine integrity checks. Backup integrity verification in progress. Team analyzing root cause. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.,Resolved,Corrective action: Restore data integrity by setting the value of a security attribute to false.
VER-21384,Restore Service experiencing network latency,"Backup monitoring detected network latency affecting restore service. Operations team engaged for diagnostics. Unreliable:

No known issues reported. 

No known issues reported.",In Progress,Resolution: Optimize backup operations by reducing the time between changes in the volume.
VER-21646,Netbackup Master Server experiencing media unavailability,"Backup monitoring detected media unavailability affecting NetBackup master server. Operations team engaged for diagnostics. A complete breakdown of the issues. 

A complete breakdown of the issues.",Open,"Corrective action: Restore data integrity by applying the following corrective actions:

Disable all files that have been corrupted

Re-enable the Microsoft Windows Runtime

Disable the Microsoft Windows Store

Disable the Windows Update Service

Disable the Windows Server 2012 R2

Disable the Windows Server 2008 R2

Disable the Windows Server 2012 R2

Disable the Windows Server 2008 R2

Disable the Windows Server 2012 R2

Disable the Windows Server 2012 R2."
VER-21299,Media Server Cluster reporting index corruption,"Backup verification process identified inadequate data in media server cluster. Index corruption detected during routine integrity checks. The client is unable to connect to the media server. 

Error reporting: Media Server cluster experiencing timeout errors. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.",Resolved,Corrective action: Restore data integrity by adding a new line to your request.
VER-21334,Snapshot Coordinator experiencing network latency,Backup monitoring detected network latency affecting snapshot coordinator. Operations team engaged for diagnostics. TLS connection is not working.  Error code 1 was not detected.,Open,Resolution: Optimize backup operations by using multiple storage devices.
VER-20931,Netbackup Master Server experiencing service restart,Backup monitoring detected service restart affecting NetBackup master server. Operations team engaged for diagnostics. The update was provided to our customers by Microsoft.  Thank you for your patience.,Pending Validation,Corrective action: Restore data integrity by providing a temporary backup of all known files.
VER-21192,Snapshot Coordinator experiencing resource exhaustion,"Backup monitoring detected resource exhaustion affecting snapshot coordinator. Operations team engaged for diagnostics. The following is a list of resources to take advantage of. 

#1.",Pending Validation,Corrective action: Restore data integrity by modifying the public API.
VER-21195,Deduplication Appliance reporting checksum mismatches,"Backup verification process identified data risk in deduplication appliance. Checksum mismatches detected during routine integrity checks. The following email is from: Cloud Storage Solutions Manager, Cloud Storage Solutions Manager, on August 30, 2015.  Cloud Storage Solutions Manager, Cloud Storage Solutions Manager, on August 30, 2015. Impact assessment shows potential restore reliability concerns. Immediate investigation required to ensure data protection compliance.",Resolved,"Corrective action: Restore data integrity by deleting all of the data stored on the database

Affected databases: SQL Server, SQL Server 2003, SQL Server 2008, SQL Server 2012, SQL Server 2019

Additional information:

Data integrity is a major issue in many enterprise SQL Server environments."
